1.02941,19.4099992,28.41000075,11.57659877,19.56549108,28.2899979,12.72134165
1.11176,19.4099992,28.41000075,11.57659877,19.96693918,28.58999801,11.98813282
1.13294,19.4099992,28.41000075,11.57659877,19.55251172,28.64000104,10.57908855
1.15294,19.4099992,28.41000075,11.57659877,19.48423589,27.98000183,10.99670525
1.09176,19.4099992,28.41000075,11.57659877,19.35278463,29.03999923,11.5069425
1.01176,19.4099992,28.41000075,11.57659877,19.53400557,28.67000046,10.38868354
1.25882,19.4099992,28.41000075,11.57659877,19.8995234,28.36000129,12.72838397
1.08118,19.4099992,28.41000075,11.57659877,19.4764197,27.74000016,11.84127322
1.16353,19.4099992,28.41000075,11.57659877,19.06221247,28.05999893,12.33824997
0.916471,19.4099992,28.41000075,11.57659877,19.00885894,28.15999788,12.01440383
1.14613,21.51200305,27.21999935,5.019999833,21.34103997,27.4199995,5.665346342
1.15759,21.51200305,27.21999935,5.019999833,21.77179366,27.61999744,6.204045234
1.08883,21.51200305,27.21999935,5.019999833,21.82195663,27.3400017,5.748699654
0.939828,21.51200305,27.21999935,5.019999833,21.11302617,27.06000036,4.319726904
1.13467,21.51200305,27.21999935,5.019999833,21.00562229,27.11999985,4.770832466
1.26074,21.51200305,27.21999935,5.019999833,21.04157762,27.12999916,5.286577864
1.28367,21.51200305,27.21999935,5.019999833,21.06167266,27.15999775,5.464854869
1.15759,21.51200305,27.21999935,5.019999833,21.28301412,27.32000046,5.496022433
0.931232,21.51200305,27.21999935,5.019999833,21.48831708,27.37000006,5.70710008
0.825215,21.51200305,27.21999935,5.019999833,21.38352563,27.11999985,4.177148974
1.04585,21.51200305,27.21999935,5.019999833,21.47241342,27.10999757,4.109545994
1.28367,21.51200305,27.21999935,5.019999833,21.11221092,27.18000005,4.659304809
1.31805,21.51200305,27.21999935,5.019999833,21.28273212,26.98999894,4.043628893
1.37883,21.03999876,28.26000135,10.74899818,20.60778177,28.21000011,9.780228417
1.24095,21.03999876,28.26000135,10.74899818,20.84867655,28.07000068,9.631771329
1.461,21.03999876,28.26000135,10.74899818,20.99425183,28.03000128,9.687694158
1.57939,21.03999876,28.26000135,10.74899818,20.87893547,28.55999947,11.31206984
0.993036,21.03999876,28.26000135,10.74899818,21.17302992,28.08999801,10.39938363
1.10306,21.03999876,28.26000135,10.74899818,21.3746898,28.25000128,10.87874559
1.58078,21.03999876,28.26000135,10.74899818,20.51660595,28.31000143,10.06475749
1.70334,21.03999876,28.26000135,10.74899818,20.94851815,28.08000038,9.457395265
1.34401,21.03999876,28.26000135,10.74899818,21.28915107,28.12000181,10.59738099
