8.440904149,9.065447597,21.56753418,8.931311371,9.568050813,22.48785077,1.02
8.308817836,8.930428845,21.22237637,8.451689916,8.918397835,21.25885315,1.02
8.301311955,8.935596917,21.12811727,8.252280994,8.828670254,20.14973253,1.02
8.31799353,8.966647226,21.97460279,8.395160122,8.965077292,21.56581047,1.02
8.493853241,9.159714932,22.37856193,8.321801947,9.114106713,20.6385133,1.02
7.779426147,8.359181729,20.77299844,8.018277946,8.516349738,20.76203235,1.02
8.450450794,9.122978152,22.23131195,8.788842648,9.55184658,22.63439903,1.02
7.814444214,8.383927663,20.68489118,7.634352591,8.130002607,19.97929002,1.02
7.114250232,7.6206428,19.30338081,7.511853473,7.932910367,20.39717032,1.02
15.10810682,18.96821631,26.92953164,15.68007921,19.64027549,27.82026949,1.02
15.19979177,19.07085486,26.96598739,15.38231875,18.96554249,26.88087912,1.02
15.12985357,18.96821631,26.78249692,15.13386429,18.86054882,25.69419809,1.02
15.18301013,19.07085486,27.32009061,15.43445821,19.12204064,26.80507364,1.02
15.24104604,19.11372997,27.03412611,15.13959392,19.13660458,26.24077325,1.02
14.53789445,18.38518369,26.26915882,15.10287679,18.87257181,26.53360441,1.02
14.51155444,18.326712,26.18063311,14.91581499,18.88633099,26.50489012,1.02
14.48900262,18.27669219,26.0153997,14.1176109,17.68320086,24.93509151,1.02
13.84974377,17.58594227,25.23580014,14.38733076,18.1578896,26.21696013,1.02
26.19323283,27.87981163,29.0727457,27.19182595,28.92932491,30.16163212,1.02
26.4059025,28.09004349,29.27377845,26.53424108,28.00327941,29.20775113,1.02
26.04308096,27.72557699,28.93722848,26.03482926,27.68349006,28.01997042,1.02
25.92357179,27.62672714,28.92703537,26.08730706,27.61958318,28.51708503,1.02
25.92613358,27.59382948,28.77165614,25.72147731,27.58408578,28.11614634,1.02
25.48896304,27.01693595,28.45569499,26.37214232,27.84144733,28.95544723,1.02
25.61024844,27.12516229,28.51048771,26.21877522,27.87987902,28.90658375,1.02
25.12230703,26.61900185,27.96820748,24.67520944,26.04963975,27.00414157,1.02
25.34387792,26.86590325,28.32872755,26.07660903,27.54342284,29.43435055,1.02
16.86855776,23.44718486,23.47286949,17.6370196,24.40149893,24.44808883,1.02
16.8975527,23.54566094,24.02793332,17.68071504,24.52366107,25.03415791,1.02
16.89780119,23.48654227,23.53075231,17.31745726,23.49552252,23.66031782,1.02
16.75568943,23.38823122,23.84093258,17.25000347,23.44451445,23.99222577,1.02
17.12149495,23.7930566,23.86863533,17.17421656,23.78014853,23.12266443,1.02
17.09719016,23.81292277,24.35319568,17.14226792,23.79581678,23.63174577,1.02
16.91918079,23.54566094,23.61482094,17.19282046,23.56554222,23.11546962,1.02
16.86030617,23.55552368,24.0916454,17.17577962,23.6135065,23.57771988,1.02
16.8990437,23.47669879,23.52066136,16.75854071,23.56739282,22.84945528,1.02
16.88922955,23.52594371,23.95411913,16.75674482,23.64153539,23.2877633,1.02
16.75729563,23.57525744,23.95779603,17.46124716,24.26794856,24.30312603,1.02
